id,eng,afr,zul,xho,ssw,nbl,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info
dsac_natural_science_and_technology_term_list_nguni_languages_1807,poor soil,arm grond,uqwathule,urhexe,umhlabatsi loluhhwati / sitiba,ihlabathi eridilileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1808,poplar / poplar tree,populierboom / populier,ubhabhulini,umpampiri,sipheshula,upopuliri,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1809,porcelain,porselein,isitsha sobumba,intlama yokwenza izitya / iposeleyini,iphoseleni,umdaka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1810,portable radio,draagbare radio,umsakazo ophathekayo,unomathotholo ophathwayo / irediyo ephathwayo,iwayilesi lephatsekako,umrhatjho ophathwako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1811,portfolio,portefeulje,inhlanganiselamisebenzi,inkcazelo edandalazisa isakhono somntu / ipotfoliyo,ifayela / iphothifoliyo,ibuthelelomsebenzi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1812,portion,deel,ingxenye,inxalenye / inxenye / isabelo / isahlulo,incenye,ingcenye,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1813,post,pos.,iposi,iposi,liposi,iposo,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1814,post,pos,-posa,ukuthumela / ukuposa,tfumela / posa,thumela / posa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1815,postage,posgeld,imali yokuposa,imali yokuposa,inhlawuloliposi,imali yokuposa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1816,postal system,poswese,indlela yokuposa,inkqubo yokuposa,luhleloliposi,irherho lokuposa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1817,post box,posbus,ibhokisi leposi,ibhokisi yeposi,libhokisi leliposi,ibhokisi leposo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1818,poster,plakkaat,isithombe sokukhangisa,iposta / uxwebhu lokubhengeza,iphosta,iphosta,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1819,postman,posbode,umuntu weposi,unoposi,umtfwaliliposi / umhambisiliposi,umthwaliposo / umkhambisiposo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1820,post office,poskantoor,iposi,eposini / eposofisi,eposini,i-ofisi yeposo / iposofisi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1821,pot,pot,ibhodwe,imbiza / ingqayi,libhodo,ipoto,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1822,potash,potas,imvundisa yephothaziyamu,uhlobo lwetyuwa / ipotashi,magazini / iphothashi,iphothasi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1823,potassium nitrate,kaliumnitraat,iphothaziyamu nayithrethi,uhlobo lomchiza / ipotaziyam,iphotheziyamu nayithrethi,iphotheziyamu niyithreyithi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1824,potato,aartappel,izambane,itapile,lizambane,izambana / itapula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1825,potato peel,aartappelskil,ikhasi lezambane,ixolo letapile,licembe lelizambane,ikelo letapula / ikelo lezambana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1826,potato plant,aartappelplant,isitshalo samazambane,isityalo setapile,sitfombo selizambane / sitjalo selizambane,isitjalo sezambana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1827,poultry,pluimvee,okusankukhu,iintaka / ezasephiko,imfuyotinyoni,ifuyomaphiko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1828,poultry feed,pluimveevoer,ukudla kwezinkukhu,ukutya kweentaka,kudla kwemfuyotinyoni,ukudla kwefuyomaphiko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1829,pour,giet,-thela / -etha,ukugalela,tsela / etsa,thela,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1830,powder,poeier,okusampushana / impuqusi / inqotha,umgubo,imphushane,ipuyere,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1831,power,krag,amandla,amandla,emandla,amandla wegezi,,e.g. electrical,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1832,power station,kragsentrale,isiteshi sikagesi,isitishi sombane / iziko lombane / isikhululo sombane,siteshimandla sagezi,iphawa / isitetjhi samandla wegezi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1833,power supply,kragtoevoer / kragbron,ukuphakela kukagesi,ubonelelo ngombane,siphakeligezi / kuniketwakwagezi,isiphakelamlilo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1834,practical demonstration,praktiese demonstrasie,ukubonisasenzo / ukubonakalisa / ukubonisa,umboniso owenziwayo,inkhombisokwenta / umdemo,itjengiso ngokwenza,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1835,practical experience,praktiese ervaring,ulwazi lokwenza / isipiliyoni,amava ngokwenza,lwatikubona ngekwenta,ilemuko ngokwenza,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1836,practice,oefening,ukwenza ngokuphindaphinda,ukuqhelisa,kutilolonga / kutivocavoca,ijayezo / iphrakthisi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1837,practise,oefen,-enza ngokuphindaphinda,qhelisa,lolonga,jayeza,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1838,prancing,pronk,-khwelana,loba,shengetisa,ukudazula / ukujokola,verb,mating behaviour,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1839,praying mantis,hottentotsgot,isithwalambiza,umntwan’ezulu,mashisindlu,isithwalambiza / unokapazembe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1840,precipitate,neerslag,inzika,intlenge,kufoma,amakghamthela / amakghamatha,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1841,precipitation,presipitasie,ukuzikisa,ukuhlenga / ukuhluza,umfomo,ukukghamatha / ukukghamthela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1842,predator,roofdier,udlezinye,irhamncwa / udlezinye,sitingelinyama,umabulaladle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1843,pregnant,swanger,-khulelwe / -mithi,khulelwa / nzima / mithi,khulelwe / -mitsi,-sidisi / -mithi,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1844,premature,voortydig,-phambi kwesikhathi,ngaphambi kwexesha,-ngembikwesikhatsi,-phambi kwesikhathi,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1845,premolar,voorkiestand,izinyo lomhlathi,imihlathi yokuqala,imihlatsi yekucala,izinyo lomhlathi elingaphambili,,zoology,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1846,preservative,preserveermiddel,isivimbelakubola,isilondolozi,sivikelakubola,isivimbelikubola,,food technology,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1847,preserve,preserveer,-vimbela ukubola,londoloza,gcina / onga / londvolota,bulunga,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1848,press,pars,-cindezela,cudisa / cinezela,cindzetela / bandzetela,gandelela,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1849,press forming,persvorming,ukucangcatha,ucinezelo / ukufolana / ukufoloma,kubumba ngefolomu,ukugadangiselela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1850,pressure,druk,ingcindezi / ukucindezela,uxinzelelo,sicindzetelo,isigandelelo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1851,prevailing wind,heersende wind,umoya okhona,umoya ophephezelela calanye,umoya lovamile,ummoya,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1852,prevent,verhoed,-vimbela / -vikela / -nqabela,ukukhusela / ukunqanda / ukuthintela,vikela / vimbela,khandela / vikela,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1853,prevention,voorkoming,ukuvimbela / ukuvikela / ukwenqabela,ukhuselo / uthintelo,kuvimbela / kuvikela,ukuvikela / ukukhandela,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1854,prey,prooi,inyamazane,ixhoba,inyamatane / imphango,isibanjelwakudliwa,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1855,prey on,jag maak op,-zingela,ukuzingela,tingela,phila nga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1856,prickly pear,turksvy,idolofiya,itolofiya,lidolofiya,idorofiya,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1857,process,proses,inqubo / inkambiso,ulandelelwano lwezenzeko,indlelanchubo,indlela yekambiso,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1858,process,verwerk / prosesseer,-guqula isimo,ukutshintsha imo / ukutshintshwa kwemo,lungisa,sebenza,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1859,processed food,geprosesseerde voedsel,ukudla okulondoloziwe,ukutya okutshintshwe imo,kudla lokulungisiwe,ukudla okusetjenziweko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1860,proclaimed weed,verklaarde onkruid,ukhula olwazisiwe,ukhula olubhengeziweyo,lukhula lolumenyetelwe,ikhula elimenyezelweko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1861,produce,produseer,-khiqiza,ukuvelisa,khicita / akha,veza / khiqiza,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1862,producer,produsent,umkhiqizi,umvelisi,umkhiciti,umkhiqizi / umvezi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1863,product,produk,umkhiqizo,imveliso,sivuno / umkhicito,ivezo / umkhiqizo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1864,propagate,voortplant,-zalanisa / -andisa,ukwandisa / uqhamisa / yandisa,talanisa / andzisa,-andisa,verb,living organisms,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1865,propagate,voortplant,-nyakazisa / -dlulisa,ukuhambisa / ukudlulisa,hambisa,tjhayelisela ngokunqophisa,verb,e.g. electromagnetic waves,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1866,propagation,voortplanting,ukwandisa / ukuzalanisa,uqhamiso / ulwandiso,kutalanisa / kwandzisa,ukwandisa,,living organisms,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1867,propagation,voortplanting,ukunyakazisa,udluliso lwamaza ombane / uhambiso lwamaza ombane,kuphehla,itjhayelonqophiso,,e.g. electromagnetic waves,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1868,propagation cycle,voortplantingsiklus,umjikelezo wokuzalanisa,umjikelo wokuzala,umjikeleto wekwandzisa / umjikeleto wekutalanisa,umzombe wokwandisa,,living organisms,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1869,propeller,skroef,isigwedlo / uphephela,isiqhubi / isiqhubeli-phambili / ipropela,sigwedlo,isiphehli,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1870,property,eienskap,uphawu,ipropati / into onayo / uphawu / imo,luphawu,itshwayo,,attribute,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1871,proportion,proporsie,ingxenye,umlinganiselo,incenye,ingcenye,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1872,protein,proteïen / proteïne,iphrotheyini,iprotheni / isakhamzimba,sinikamandla / iphrotheni,iphrotheyini,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1873,prototype,prototipe,umfuziselo,umfuziselo,iphrophela,isifuziselo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1874,pull,trek,-donsa,ukutsala,dvonsa,dosa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1875,pulley,katrol,umdonso,ipuli / isinyusi,sidvonsi,ikatroli,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1876,pulley system,katrolstelsel,uhlelomdonso / indlela yokudonsa,indibanisela yeepuli / indibaniselwano yezinyusi,luhlelo lwesidvonsi / luhlelo lwephuli,irherho lamakatroli,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1877,pulling force,trekkrag,umfutho wokudonsa,amandla okutsala,emandla ekudvonsa,amandla wokudosa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1878,pull of gravity,swaartetrekkrag,isidonsela phansi / ukudonsela phasi,amandla atsalela phantsi,emandla emhlaba,amandla wedoselophasi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1879,pulp,pulp,ubindiza,intlama,inhlama,iphalphu,,e.g. fruit,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1880,pulp,pulp / papierpap,inkafunkafu / impushumpushu,intlama yephepha,inhlama yeliphepha,isenzimaphepha,,for making paper,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1881,pump,pomp,-futha,ukumpompa,mpompa,pompa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1882,pumpkin,pampoen,ithanga,ithanga,litsanga,umgade,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1883,punch,pons,isigqobhozi,isivuli-mngxuma / iphantshi,sibhobotimaphepha / sibhobotiphepha / iphantji,isithumbusi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1884,pungent,skerp / bytend,-hishayo / -hilayo / -shwaqayo,enevumba elitsarhayo,nuka kabi / umsanka / sivonko,-nukako / -rholelako,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1885,pupa / chrysalis,papie,isiphungumangathi,uphunguphungu,siphungumangathi,umankghwanyana / ugubhakomo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1886,puparium,papiedop,isigciniziphungumangathi,iqokobhe likaphunguphungu,iphuphariyamu,isikhwanyana sakamankghwanyana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1887,pure,suiwer,-hlanzekile,ecocekileyo,-hlantekile / -hlobile,-tsengileko / -hlwengileko,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1888,pure water,suiwer water,amanzi emvelo,amanzi acocekileyo,emanti lahlobile / emanti lahlantekile,amanzi atsengileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1889,purification,suiwering,ukuhlanza,ukucoca,kuhlobisa / kuhlanta,ihlanzekiso / ihlwengiso,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1890,purified water,gesuiwerde water,amanzi ahlanzekile,amanzi acociweyo,emanti lahlantekile,amanzi atsengiweko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1891,purify,suiwer,-hlanza,ukucoca / cwenga,hlanta,hlwengisa / hlanzekisa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1892,purple,pers,okubukhwebezane,emsobo,bukhwebeletana,isipiridzana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1893,purple brown colour,persbruin,okubukhwebezane ngobunsundu,ibala elimdaka-msobo,bukhwebeletane sansundvu,umbala onzotho sasipiridzana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1894,purr,spin,ukuhona kwekati,ukurhona,nyawuta,rora / ndonda,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1895,push,stoot,-dudula / -sunduza / -fuqa / -phusha,ukutyhala / ukutshova / ukutyhiliza,fuca / shova,sunduza,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1896,pushing force,stootkrag,umfutho wokufuqa / umfutho wokududula / umfutho wokusunduza,amandla okutyhala / amandla okutshova / amandla okutyhiliza,emandla ekufuca / emandla ekushova,amandla wokusunduza / amandla wokukghurumeja,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1897,pyramid,piramide,isikwelemcijo / iphiramidi,iphiramidi,iphiramidi,iphiramidi,,geometry,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1898,pyridine,piridien,uketshezi lwephiridini,iphiridini / ichiza lokunyibilikisa,iphiradini,iphiridayini,,"used as a solvent, in paints, and textile dyeing",,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1899,python,luislang,inhlwathi,inamba,inhlatfu,ihlwathi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1900,quality,kwaliteit / gehalte,izingabunjalo / ikhwalithi,umgangatho / uqinisekiso-mgangatho,bunjalo,ubunjalo / ikhwalithi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1901,quality control,gehaltebeheer,ulawulozinga / ulawulokhwalithi,ulawulo lomgangatho / ulawulo loqisekiso-mgangatho,kulawula bunjalo,ilawulo lobunjalo / ilawulo yekhwalithi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1902,quantity,hoeveelheid / kwantiteit,ubungako,ubungakanani,linani,ubungako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1903,quarter,kwart,ingxenye yesine / ikota,ikota / umkhono,ikota,ikota,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1904,questionnaire,vraelys,uhlamibuzo / inhlolombuzo,uluhlu lwemibuzo,umbutolucwaningo / umbutoluvo,irhelomibuzo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1905,quill feather,dekveer,uphaphe / usiba / isisila,usiba,sisila,umsila wenyoni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1906,rabbit,haas,unogwaja,umvundla,logwaja / umvundla,intenetjha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1907,rack-and-pinion,tandstang en kleinrat,insimbi eyisaha,isixokelelwano segiye,sijikisagiye / irekhiphiniyoni,isikhambisigere,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1908,radiant energy,stralingsenergie,ukushisa kwemisebe,amandla okukhanya,emandla elilanga,amandla wemisebe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1909,radiate,uitstraal,-khipha ukushisa / -sabalalisa,khanyisa,kukhipha imisebe / khipha kushisa,khupha imisebe,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1910,radiation,straling,ukushisa / ukusabalalisa,ukukhanyisa,kushisa ngemisebe / irediyeshini,irediyetjheni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1911,radiator,verkoeler,isipholisanjini,isipholisi-njini,siphotisanjini / irediyetha,irarayidere,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1912,radicle,radikula / kiemwortel,umsukampande,isiqalo sengcambu / isiqalo-ngcambu / isiqalelo sengcambu,imphandzemsuka,umuzi / umsuka wepande,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1913,radio,radio,umsakazo,unomathotholo / irediyo,umsakato / iwayilesi,umrhatjho / i-radiyo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1914,radioactive,radioaktief,okunemisebe eyingozi,imitha enobungozi,sikhiphamisebe leyingoti / irediyo-ekthivu,-khuphako imisebe enengozi,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_1915,radioactivity,radioaktiwiteit,ukuziphumela kwemisebe enobungozi,ukusasazeka kwemitha enobungozi,sikhaphamisebe leyingoti,ukukhupha imisebe enengozi,,,,,,,,,,,,
